,contractID,symbol,expiration,strike,type,last,mark,bid,bid_size,ask,ask_size,volume,open_interest,date,implied_volatility,delta,gamma,theta,vega,rho
405,AAPL251212P00325000,AAPL,2025-12-12,325.00,put,0.00,49.28,48.10,15,50.45,45,0,0,2025-11-24,0.46853,-0.93359,0.00449,-0.07019,0.07899,-0.15133
406,AAPL251212C00330000,AAPL,2025-12-12,330.00,call,0.01,0.02,0.01,3,0.03,168,2,30,2025-11-24,0.29292,0.00358,0.00060,-0.00545,0.00657,0.00048
407,AAPL251212P00330000,AAPL,2025-12-12,330.00,put,0.00,54.27,53.15,15,55.40,45,0,0,2025-11-24,0.50755,-0.93507,0.00407,-0.07625,0.07763,-0.15401
408,AAPL251212C00335000,AAPL,2025-12-12,335.00,call,0.01,0.01,0.00,0,0.03,159,0,33,2025-11-24,0.29292,0.00175,0.00031,-0.00284,0.00343,0.00023
409,AAPL251212P00335000,AAPL,2025-12-12,335.00,put,0.00,59.28,58.10,15,60.45,45,0,0,2025-11-24,0.54657,-0.936,0.00374,-0.08278,0.07676,-0.15662
410,AAPL251212C00340000,AAPL,2025-12-12,340.00,call,0.01,0.01,0.00,0,0.02,47,0,160,2025-11-24,0.31243,0.0016,0.00027,-0.00280,0.00317,0.00021
411,AAPL251212P00340000,AAPL,2025-12-12,340.00,put,0.00,64.28,63.15,15,65.40,25,0,0,2025-11-24,0.56608,-0.94331,0.00328,-0.07528,0.06981,-0.16003
412,AAPL251212C00345000,AAPL,2025-12-12,345.00,call,0.01,0.01,0.00,0,0.02,64,0,3,2025-11-24,0.33194,0.0015,0.00024,-0.00280,0.00299,0.00020
413,AAPL251212P00345000,AAPL,2025-12-12,345.00,put,0.00,69.28,68.10,15,70.45,25,0,0,2025-11-24,0.60511,-0.9431,0.00308,-0.08266,0.07002,-0.16249
414,AAPL251212C00350000,AAPL,2025-12-12,350.00,call,0.01,0.01,0.00,0,0.02,66,0,23,2025-11-24,0.35146,0.00142,0.00022,-0.00283,0.00285,0.00019
415,AAPL251212P00350000,AAPL,2025-12-12,350.00,put,0.00,74.28,73.15,15,75.40,25,0,0,2025-11-24,0.64413,-0.94268,0.00291,-0.09044,0.07042,-0.16493
416,AAPL251212C00355000,AAPL,2025-12-12,355.00,call,0.00,0.01,0.00,0,0.02,70,0,0,2025-11-24,0.37097,0.00137,0.00020,-0.00288,0.00276,0.00018
417,AAPL251212P00355000,AAPL,2025-12-12,355.00,put,0.00,79.28,78.10,15,80.45,45,0,0,2025-11-24,0.66364,-0.94774,0.00263,-0.08445,0.06546,-0.16804
418,AAPL251212C00360000,AAPL,2025-12-12,360.00,call,0.00,0.01,0.00,0,0.02,45,0,0,2025-11-24,0.39048,0.00134,0.00018,-0.00297,0.00270,0.00018
419,AAPL251212P00360000,AAPL,2025-12-12,360.00,put,0.00,84.28,83.15,15,85.40,25,0,0,2025-11-24,0.70267,-0.94677,0.00252,-0.09290,0.06642,-0.17040
420,AAPL251212C00365000,AAPL,2025-12-12,365.00,call,0.00,0.01,0.00,0,0.02,66,0,0,2025-11-24,0.40999,0.00132,0.00017,-0.00307,0.00266,0.00018
421,AAPL251212P00365000,AAPL,2025-12-12,365.00,put,0.00,89.28,88.10,15,90.45,25,0,0,2025-11-24,0.72218,-0.95078,0.00230,-0.08782,0.06241,-0.17338
422,AAPL251212C00370000,AAPL,2025-12-12,370.00,call,0.00,0.01,0.00,0,0.02,63,0,0,2025-11-24,0.42950,0.00131,0.00016,-0.00320,0.00265,0.00017
423,AAPL251212P00370000,AAPL,2025-12-12,370.00,put,0.00,94.28,93.15,15,95.40,45,0,0,2025-11-24,0.76120,-0.94948,0.00223,-0.09686,0.06372,-0.17570
424,AAPL251212C00375000,AAPL,2025-12-12,375.00,call,0.00,0.01,0.00,0,0.01,15,0,0,2025-11-24,0.44901,0.00132,0.00016,-0.00334,0.00265,0.00017
425,AAPL251212P00375000,AAPL,2025-12-12,375.00,put,0.00,99.28,98.10,15,100.45,25,0,0,2025-11-24,0.78071,-0.95273,0.00206,-0.09253,0.06042,-0.17858
426,AAPL251212C00380000,AAPL,2025-12-12,380.00,call,0.01,0.01,0.00,0,0.01,15,0,2,2025-11-24,0.46853,0.00132,0.00015,-0.00351,0.00267,0.00018
427,AAPL251212P00380000,AAPL,2025-12-12,380.00,put,0.00,104.28,103.15,15,105.40,25,0,0,2025-11-24,0.81974,-0.95121,0.00201,-0.10213,0.06197,-0.18087
428,AAPL251212C00385000,AAPL,2025-12-12,385.00,call,0.00,0.01,0.00,0,0.02,65,0,0,2025-11-24,0.48804,0.00134,0.00015,-0.00370,0.00270,0.00018
429,AAPL251212P00385000,AAPL,2025-12-12,385.00,put,0.00,109.28,108.10,15,110.45,25,0,0,2025-11-24,0.83925,-0.95391,0.00188,-0.09843,0.05921,-0.18368
430,AAPL251212C00390000,AAPL,2025-12-12,390.00,call,0.01,0.01,0.00,0,0.02,44,0,1,2025-11-24,0.50755,0.00136,0.00014,-0.00390,0.00274,0.00018
431,AAPL251212P00390000,AAPL,2025-12-12,390.00,put,0.00,114.22,113.05,12,115.40,25,0,0,2025-11-24,0.85876,-0.95629,0.00176,-0.09516,0.05674,-0.18645
432,AAPL251212C00395000,AAPL,2025-12-12,395.00,call,0.00,0.01,0.00,0,0.02,44,0,0,2025-11-24,0.52706,0.00139,0.00014,-0.00413,0.00279,0.00018
433,AAPL251212P00395000,AAPL,2025-12-12,395.00,put,0.00,119.28,118.10,15,120.45,45,0,0,2025-11-24,0.89778,-0.95451,0.00174,-0.10543,0.05859,-0.18871
434,AAPL251212C00400000,AAPL,2025-12-12,400.00,call,0.01,0.01,0.00,0,0.02,54,0,1,2025-11-24,0.52706,0.00097,0.00010,-0.00298,0.00201,0.00013
435,AAPL251212P00400000,AAPL,2025-12-12,400.00,put,0.00,124.28,123.15,15,125.40,25,0,0,2025-11-24,0.91729,-0.95653,0.00164,-0.10266,0.05648,-0.19143
436,AAPL251219C00005000,AAPL,2025-12-19,5.00,call,270.20,270.98,269.65,120,272.30,155,2,62,2025-11-24,5.67815,0.99971,0.00000,-0.00922,0.00077,0.00333
437,AAPL251219P00005000,AAPL,2025-12-19,5.00,put,0.01,0.01,0.00,0,0.01,8,1,4887,2025-11-24,4.91720,-8e-05,0.00000,-0.00239,0.00024,-0.00002
438,AAPL251219C00010000,AAPL,2025-12-19,10.00,call,261.50,265.75,264.15,20,267.35,50,0,11,2025-11-24,0.01976,1.0,0.00000,-0.00106,0.00000,0.00683
439,AAPL251219P00010000,AAPL,2025-12-19,10.00,put,0.00,0.01,0.00,0,0.01,500,0,89,2025-11-24,4.00015,-0.00011,0.00000,-0.00250,0.00031,-0.00003
440,AAPL251219C00015000,AAPL,2025-12-19,15.00,call,253.50,260.77,259.20,20,262.35,50,0,0,2025-11-24,0.01976,1.0,0.00000,-0.00159,0.00000,0.01025
441,AAPL251219P00015000,AAPL,2025-12-19,15.00,put,0.00,0.01,0.00,0,0.01,500,0,3,2025-11-24,3.49284,-0.00013,0.00000,-0.00261,0.00037,-0.00003
442,AAPL251219C00020000,AAPL,2025-12-19,20.00,call,247.25,256.12,255.00,20,257.25,50,0,10,2025-11-24,4.03917,0.99871,0.00001,-0.02688,0.00307,0.01332
443,AAPL251219P00020000,AAPL,2025-12-19,20.00,put,0.00,0.01,0.00,0,0.01,500,0,53,2025-11-24,3.12212,-0.00015,0.00000,-0.00253,0.00041,-0.00003
444,AAPL251219C00025000,AAPL,2025-12-19,25.00,call,245.70,250.80,249.20,20,252.40,50,0,3,2025-11-24,0.01976,1.0,0.00000,-0.00265,0.00000,0.01708
445,AAPL251219P00025000,AAPL,2025-12-19,25.00,put,0.00,0.01,0.00,0,0.01,500,0,6,2025-11-24,2.84896,-0.00016,0.00000,-0.00254,0.00045,-0.00004
446,AAPL251219C00030000,AAPL,2025-12-19,30.00,call,241.24,245.82,244.25,20,247.40,50,0,0,2025-11-24,0.01976,1.0,0.00000,-0.00318,0.00000,0.02049
447,AAPL251219P00030000,AAPL,2025-12-19,30.00,put,0.00,0.01,0.00,0,0.01,500,0,153,2025-11-24,2.63433,-0.00018,0.00000,-0.00261,0.00050,-0.00004
448,AAPL251219C00035000,AAPL,2025-12-19,35.00,call,236.07,240.82,239.25,20,242.40,50,0,0,2025-11-24,0.01976,1.0,0.00000,-0.00371,0.00000,0.02391
449,AAPL251219P00035000,AAPL,2025-12-19,35.00,put,0.00,0.01,0.00,0,0.01,2,0,10,2025-11-24,2.43921,-0.00019,0.00000,-0.00250,0.00051,-0.00004
450,AAPL251219C00040000,AAPL,2025-12-19,40.00,call,230.91,235.85,234.25,20,237.45,50,0,4,2025-11-24,0.01976,1.0,0.00000,-0.00424,0.00000,0.02732
451,AAPL251219P00040000,AAPL,2025-12-19,40.00,put,0.00,0.01,0.00,0,0.01,2,0,3050,2025-11-24,2.28312,-0.0002,0.00000,-0.00253,0.00056,-0.00005
452,AAPL251219C00045000,AAPL,2025-12-19,45.00,call,223.70,230.88,229.30,20,232.45,50,0,1,2025-11-24,0.01976,1.0,0.00000,-0.00477,0.00000,0.03074
453,AAPL251219P00045000,AAPL,2025-12-19,45.00,put,0.00,0.01,0.00,0,0.01,2,0,308,2025-11-24,2.14653,-0.00022,0.00001,-0.00257,0.00060,-0.00005
454,AAPL251219C00050000,AAPL,2025-12-19,50.00,call,220.14,225.97,224.50,20,227.45,50,0,161,2025-11-24,0.01976,1.0,0.00000,-0.00530,0.00000,0.03416
455,AAPL251219P00050000,AAPL,2025-12-19,50.00,put,0.00,0.01,0.00,0,0.01,2,0,6843,2025-11-24,2.02946,-0.00024,0.00001,-0.00267,0.00066,-0.00005
456,AAPL251219C00055000,AAPL,2025-12-19,55.00,call,214.22,221.00,219.50,20,222.50,50,0,80,2025-11-24,0.01976,1.0,0.00000,-0.00583,0.00000,0.03757
457,AAPL251219P00055000,AAPL,2025-12-19,55.00,put,0.00,0.01,0.00,0,0.01,2,0,627,2025-11-24,1.91239,-0.00025,0.00001,-0.00259,0.00068,-0.00005
458,AAPL251219C00060000,AAPL,2025-12-19,60.00,call,212.15,216.00,214.50,20,217.50,50,0,196,2025-11-24,0.01976,1.0,0.00000,-0.00636,0.00000,0.04099
459,AAPL251219P00060000,AAPL,2025-12-19,60.00,put,0.00,0.01,0.00,0,0.01,2,0,733,2025-11-24,1.81483,-0.00027,0.00001,-0.00266,0.00074,-0.00006
460,AAPL251219C00065000,AAPL,2025-12-19,65.00,call,206.50,211.00,209.50,20,212.50,50,0,224,2025-11-24,0.01976,1.0,0.00000,-0.00689,0.00000,0.04440
461,AAPL251219P00065000,AAPL,2025-12-19,65.00,put,0.00,0.01,0.00,0,0.01,10,0,2196,2025-11-24,1.71728,-0.00028,0.00001,-0.00259,0.00076,-0.00006
462,AAPL251219C00070000,AAPL,2025-12-19,70.00,call,197.95,206.05,204.60,133,207.50,40,0,824,2025-11-24,0.01976,1.0,0.00000,-0.00742,0.00000,0.04782
463,AAPL251219P00070000,AAPL,2025-12-19,70.00,put,0.00,0.01,0.00,0,0.01,2,0,1275,2025-11-24,1.63923,-0.00032,0.00001,-0.00273,0.00084,-0.00007
464,AAPL251219C00075000,AAPL,2025-12-19,75.00,call,197.59,201.03,199.50,32,202.55,58,0,192,2025-11-24,0.01976,1.0,0.00000,-0.00795,0.00000,0.05123
465,AAPL251219P00075000,AAPL,2025-12-19,75.00,put,0.00,0.01,0.00,0,0.01,2,0,3653,2025-11-24,1.54167,-0.00029,0.00001,-0.00241,0.00078,-0.00006
466,AAPL251219C00080000,AAPL,2025-12-19,80.00,call,190.10,196.03,194.50,24,197.55,55,0,201,2025-11-24,0.01976,1.0,0.00000,-0.00848,0.00000,0.05465
467,AAPL251219P00080000,AAPL,2025-12-19,80.00,put,0.00,0.01,0.00,0,0.01,2,0,2420,2025-11-24,1.48313,-0.00035,0.00001,-0.00271,0.00092,-0.00007
468,AAPL251219C00085000,AAPL,2025-12-19,85.00,call,186.42,191.03,189.50,20,192.55,50,0,382,2025-11-24,0.01976,1.0,0.00000,-0.00901,0.00000,0.05806
469,AAPL251219P00085000,AAPL,2025-12-19,85.00,put,0.00,0.01,0.00,0,0.01,2,0,1879,2025-11-24,1.40509,-0.00035,0.00001,-0.00255,0.00091,-0.00007
470,AAPL251219C00090000,AAPL,2025-12-19,90.00,call,178.29,186.00,184.40,20,187.60,50,0,282,2025-11-24,0.01976,1.0,0.00000,-0.00954,0.00000,0.06148
471,AAPL251219P00090000,AAPL,2025-12-19,90.00,put,0.00,0.01,0.00,0,0.01,3,0,1885,2025-11-24,1.34655,-0.00039,0.00001,-0.00271,0.00101,-0.00008
472,AAPL251219C00095000,AAPL,2025-12-19,95.00,call,173.20,181.05,179.50,24,182.60,55,0,186,2025-11-24,0.01976,1.0,0.00000,-0.01007,0.00000,0.06490
473,AAPL251219P00095000,AAPL,2025-12-19,95.00,put,0.00,0.01,0.00,0,0.01,2,0,1688,2025-11-24,1.26851,-0.00035,0.00001,-0.00236,0.00093,-0.00007
474,AAPL251219C00100000,AAPL,2025-12-19,100.00,call,175.70,176.05,175.65,42,176.45,50,11,2505,2025-11-24,0.01976,1.0,0.00000,-0.01060,0.00000,0.06831
475,AAPL251219P00100000,AAPL,2025-12-19,100.00,put,0.01,0.01,0.00,0,0.02,16,10,3581,2025-11-24,1.20997,-0.00037,0.00002,-0.00236,0.00098,-0.00008
476,AAPL251219C00105000,AAPL,2025-12-19,105.00,call,164.24,171.07,169.50,30,172.65,58,0,139,2025-11-24,0.01976,1.0,0.00000,-0.01113,0.00000,0.07173
477,AAPL251219P00105000,AAPL,2025-12-19,105.00,put,0.00,0.01,0.00,0,0.02,16,0,944,2025-11-24,1.17095,-0.00046,0.00002,-0.00276,0.00119,-0.00009
478,AAPL251219C00110000,AAPL,2025-12-19,110.00,call,159.59,165.65,165.05,5,166.25,50,0,977,2025-11-24,0.01976,1.0,0.00000,-0.01166,0.00000,0.07514
479,AAPL251219P00110000,AAPL,2025-12-19,110.00,put,0.00,0.01,0.00,0,0.02,16,0,2178,2025-11-24,1.11241,-0.00046,0.00002,-0.00263,0.00119,-0.00009
480,AAPL251219C00115000,AAPL,2025-12-19,115.00,call,154.75,160.47,159.50,25,161.45,50,0,217,2025-11-24,0.01976,1.0,0.00000,-0.01219,0.00000,0.07856
481,AAPL251219P00115000,AAPL,2025-12-19,115.00,put,0.00,0.01,0.00,0,0.02,73,0,2402,2025-11-24,1.05388,-0.00045,0.00002,-0.00243,0.00116,-0.00009
482,AAPL251219C00120000,AAPL,2025-12-19,120.00,call,149.34,156.32,155.00,96,157.65,31,0,1003,2025-11-24,1.22948,0.99708,0.00010,-0.02848,0.00645,0.08136
483,AAPL251219P00120000,AAPL,2025-12-19,120.00,put,0.00,0.01,0.00,0,0.02,52,0,4666,2025-11-24,1.01485,-0.00052,0.00003,-0.00270,0.00134,-0.00011
484,AAPL251219C00125000,AAPL,2025-12-19,125.00,call,147.58,150.85,149.55,25,152.15,35,0,543,2025-11-24,0.01976,1.0,0.00000,-0.01325,0.00000,0.08539
485,AAPL251219P00125000,AAPL,2025-12-19,125.00,put,0.00,0.01,0.00,0,0.02,54,0,2340,2025-11-24,0.95632,-0.00048,0.00002,-0.00237,0.00125,-0.00010
486,AAPL251219C00130000,AAPL,2025-12-19,130.00,call,146.50,145.85,145.25,48,146.45,30,1,2313,2025-11-24,0.01976,1.0,0.00000,-0.01378,0.00000,0.08880
487,AAPL251219P00130000,AAPL,2025-12-19,130.00,put,0.00,0.01,0.00,0,0.02,91,0,3393,2025-11-24,0.91729,-0.00055,0.00003,-0.00253,0.00139,-0.00011
488,AAPL251219C00135000,AAPL,2025-12-19,135.00,call,137.97,140.60,139.55,31,141.65,34,4,768,2025-11-24,0.01976,1.0,0.00000,-0.01431,0.00000,0.09222
489,AAPL251219P00135000,AAPL,2025-12-19,135.00,put,0.00,0.01,0.00,0,0.02,58,0,737,2025-11-24,0.87827,-0.00061,0.00003,-0.00267,0.00153,-0.00012
490,AAPL251219C00140000,AAPL,2025-12-19,140.00,call,135.00,135.90,134.60,31,137.20,15,5,1448,2025-11-24,0.01976,1.0,0.00000,-0.01484,0.00000,0.09564
491,AAPL251219P00140000,AAPL,2025-12-19,140.00,put,0.00,0.01,0.00,0,0.02,94,0,2950,2025-11-24,0.83925,-0.00066,0.00004,-0.00277,0.00166,-0.00013
492,AAPL251219C00145000,AAPL,2025-12-19,145.00,call,131.08,131.18,130.80,32,131.55,59,8,926,2025-11-24,0.01976,1.0,0.00000,-0.01537,0.00000,0.09905
493,AAPL251219P00145000,AAPL,2025-12-19,145.00,put,0.00,0.01,0.00,0,0.02,64,0,3305,2025-11-24,0.78071,-0.00055,0.00003,-0.00217,0.00140,-0.00011
494,AAPL251219C00150000,AAPL,2025-12-19,150.00,call,126.40,126.30,125.90,52,126.70,36,307,1683,2025-11-24,0.01976,1.0,0.00000,-0.01590,0.00000,0.10247
495,AAPL251219P00150000,AAPL,2025-12-19,150.00,put,0.00,0.01,0.00,0,0.02,34,0,4139,2025-11-24,0.74169,-0.00058,0.00004,-0.00215,0.00146,-0.00011
496,AAPL251219C00155000,AAPL,2025-12-19,155.00,call,121.13,121.62,120.65,10,122.60,35,10,863,2025-11-24,1.01485,0.98967,0.00037,-0.05629,0.01980,0.10374
497,AAPL251219P00155000,AAPL,2025-12-19,155.00,put,0.03,0.02,0.01,10,0.03,134,11,3666,2025-11-24,0.76120,-0.00132,0.00008,-0.00472,0.00313,-0.00026
498,AAPL251219C00160000,AAPL,2025-12-19,160.00,call,117.00,116.90,116.00,14,117.80,52,1,1264,2025-11-24,1.07339,0.98168,0.00058,-0.08603,0.03245,0.10545
499,AAPL251219P00160000,AAPL,2025-12-19,160.00,put,0.02,0.01,0.00,0,0.03,228,6,6108,2025-11-24,0.68315,-0.00081,0.00006,-0.00271,0.00200,-0.00016
500,AAPL251219C00165000,AAPL,2025-12-19,165.00,call,108.27,111.05,110.45,49,111.65,50,0,2454,2025-11-24,0.01976,1.0,0.00000,-0.01749,0.00000,0.11271
501,AAPL251219P00165000,AAPL,2025-12-19,165.00,put,0.02,0.02,0.01,5,0.03,93,2,11591,2025-11-24,0.68315,-0.00144,0.00010,-0.00460,0.00340,-0.00029
502,AAPL251219C00170000,AAPL,2025-12-19,170.00,call,103.75,106.33,106.00,44,106.65,34,1,3993,2025-11-24,0.01976,1.0,0.00000,-0.01802,0.00000,0.11613
503,AAPL251219P00170000,AAPL,2025-12-19,170.00,put,0.02,0.03,0.01,81,0.04,154,21,14889,2025-11-24,0.66364,-0.00192,0.00013,-0.00580,0.00442,-0.00038
504,AAPL251219C00175000,AAPL,2025-12-19,175.00,call,101.65,101.03,100.40,48,101.65,51,2,1733,2025-11-24,0.01976,1.0,0.00000,-0.01855,0.00000,0.11954
505,AAPL251219P00175000,AAPL,2025-12-19,175.00,put,0.03,0.03,0.02,19,0.03,1,8,10852,2025-11-24,0.62462,-0.00197,0.00014,-0.00557,0.00451,-0.00039
506,AAPL251219C00180000,AAPL,2025-12-19,180.00,call,97.05,96.30,95.95,40,96.65,76,8,16119,2025-11-24,0.01976,1.0,0.00000,-0.01908,0.00000,0.12296
507,AAPL251219P00180000,AAPL,2025-12-19,180.00,put,0.04,0.04,0.02,75,0.05,143,32,12841,2025-11-24,0.60511,-0.00261,0.00018,-0.00697,0.00582,-0.00052
508,AAPL251219C00185000,AAPL,2025-12-19,185.00,call,91.40,91.40,90.90,43,91.90,55,185,2510,2025-11-24,0.01976,1.0,0.00000,-0.01961,0.00000,0.12638
509,AAPL251219P00185000,AAPL,2025-12-19,185.00,put,0.04,0.04,0.03,54,0.06,99,102,6938,2025-11-24,0.58560,-0.00344,0.00024,-0.00865,0.00748,-0.00068
510,AAPL251219C00190000,AAPL,2025-12-19,190.00,call,85.54,86.38,86.00,45,86.75,58,4,2927,2025-11-24,0.01976,1.0,0.00000,-0.02014,0.00000,0.12979
511,AAPL251219P00190000,AAPL,2025-12-19,190.00,put,0.05,0.06,0.05,6,0.07,38,117,13177,2025-11-24,0.56608,-0.00452,0.00032,-0.01067,0.00955,-0.00090
512,AAPL251219C00195000,AAPL,2025-12-19,195.00,call,81.83,81.70,81.00,56,82.40,55,11,2656,2025-11-24,0.64413,0.98458,0.00083,-0.05627,0.02800,0.13011
513,AAPL251219P00195000,AAPL,2025-12-19,195.00,put,0.07,0.07,0.05,19,0.08,130,22,16954,2025-11-24,0.54657,-0.00592,0.00043,-0.01309,0.01214,-0.00117
514,AAPL251219C00200000,AAPL,2025-12-19,200.00,call,77.45,76.47,76.15,42,76.80,72,187,7880,2025-11-24,0.44901,0.9976,0.00023,-0.02599,0.00541,0.13615
515,AAPL251219P00200000,AAPL,2025-12-19,200.00,put,0.06,0.07,0.06,31,0.07,19,255,21721,2025-11-24,0.50755,-0.00605,0.00047,-0.01238,0.01238,-0.00120
516,AAPL251219C00205000,AAPL,2025-12-19,205.00,call,71.85,71.50,71.15,45,71.85,55,12,4095,2025-11-24,0.42950,0.99676,0.00032,-0.02771,0.00707,0.13941
517,AAPL251219P00205000,AAPL,2025-12-19,205.00,put,0.09,0.09,0.08,53,0.10,70,45,8339,2025-11-24,0.48804,-0.00796,0.00062,-0.01514,0.01576,-0.00157
518,AAPL251219C00210000,AAPL,2025-12-19,210.00,call,67.15,66.47,66.15,41,66.80,175,28,9238,2025-11-24,0.01976,1.0,0.00000,-0.02226,0.00000,0.14345
519,AAPL251219P00210000,AAPL,2025-12-19,210.00,put,0.12,0.11,0.10,109,0.12,38,28,8129,2025-11-24,0.46853,-0.01046,0.00082,-0.01844,0.02002,-0.00206
520,AAPL251219C00215000,AAPL,2025-12-19,215.00,call,61.60,61.62,61.35,24,61.90,51,46,12170,2025-11-24,0.42950,0.98925,0.00091,-0.04007,0.02049,0.14476
521,AAPL251219P00215000,AAPL,2025-12-19,215.00,put,0.14,0.14,0.13,75,0.15,37,31,12030,2025-11-24,0.44901,-0.01375,0.00108,-0.02237,0.02537,-0.00271
522,AAPL251219C00220000,AAPL,2025-12-19,220.00,call,56.33,56.52,56.30,43,56.75,41,189,18231,2025-11-24,0.31243,0.99777,0.00031,-0.02642,0.00506,0.14985
523,AAPL251219P00220000,AAPL,2025-12-19,220.00,put,0.16,0.18,0.17,19,0.19,68,275,16252,2025-11-24,0.40999,-0.01429,0.00123,-0.02107,0.02623,-0.00281
524,AAPL251219C00225000,AAPL,2025-12-19,225.00,call,52.00,51.67,51.35,42,52.00,125,50,6828,2025-11-24,0.37097,0.98527,0.00139,-0.04338,0.02692,0.15082
525,AAPL251219P00225000,AAPL,2025-12-19,225.00,put,0.21,0.23,0.22,45,0.23,20,89,11161,2025-11-24,0.39048,-0.01907,0.00165,-0.02564,0.03357,-0.00374
526,AAPL251219C00230000,AAPL,2025-12-19,230.00,call,47.64,46.77,46.50,35,47.05,57,30,16139,2025-11-24,0.37097,0.97446,0.00222,-0.05548,0.04296,0.15211
527,AAPL251219P00230000,AAPL,2025-12-19,230.00,put,0.29,0.29,0.28,103,0.30,59,301,22866,2025-11-24,0.37097,-0.02554,0.00222,-0.03110,0.04296,-0.00501
528,AAPL251219C00235000,AAPL,2025-12-19,235.00,call,42.38,41.67,41.65,21,41.70,16,224,12692,2025-11-24,0.29292,0.98488,0.00180,-0.04059,0.02753,0.15759
529,AAPL251219P00235000,AAPL,2025-12-19,235.00,put,0.37,0.38,0.37,80,0.39,5,2388,10666,2025-11-24,0.35146,-0.03437,0.00300,-0.03760,0.05497,-0.00674
530,AAPL251219C00240000,AAPL,2025-12-19,240.00,call,37.76,36.83,36.80,24,36.85,25,65,19878,2025-11-24,0.29292,0.97078,0.00315,-0.05273,0.04808,0.15826
531,AAPL251219P00240000,AAPL,2025-12-19,240.00,put,0.53,0.52,0.51,13,0.52,24,648,10702,2025-11-24,0.33194,-0.04653,0.00406,-0.04526,0.07031,-0.00912
532,AAPL251219C00245000,AAPL,2025-12-19,245.00,call,32.23,32.05,32.00,42,32.10,11,296,8469,2025-11-24,0.29292,0.94775,0.00505,-0.06958,0.07714,0.15716
533,AAPL251219P00245000,AAPL,2025-12-19,245.00,put,0.70,0.70,0.69,86,0.71,43,3106,9684,2025-11-24,0.31243,-0.06339,0.00551,-0.05418,0.08979,-0.01242
534,AAPL251219C00247500,AAPL,2025-12-19,247.50,call,29.00,29.60,29.50,10,29.70,8,5,0,2025-11-24,0.27341,0.94431,0.00569,-0.06891,0.08112,0.15822
535,AAPL251219P00247500,AAPL,2025-12-19,247.50,put,0.78,0.82,0.81,78,0.83,10,83,0,2025-11-24,0.31243,-0.08034,0.00661,-0.06485,0.10770,-0.01577
536,AAPL251219C00250000,AAPL,2025-12-19,250.00,call,27.30,27.35,27.35,9,27.35,33,453,31053,2025-11-24,0.29292,0.91306,0.00748,-0.09081,0.11428,0.15375
537,AAPL251219P00250000,AAPL,2025-12-19,250.00,put,0.97,0.96,0.96,114,0.97,5,4856,14638,2025-11-24,0.29292,-0.08694,0.00748,-0.06431,0.11428,-0.01703
538,AAPL251219C00252500,AAPL,2025-12-19,252.50,call,25.05,25.02,25.00,10,25.05,57,23,0,2025-11-24,0.27341,0.90533,0.00854,-0.09047,0.12174,0.15398
539,AAPL251219P00252500,AAPL,2025-12-19,252.50,put,1.05,1.15,1.14,56,1.17,34,140,0,2025-11-24,0.29292,-0.10934,0.00885,-0.07588,0.13520,-0.02145
540,AAPL251219C00255000,AAPL,2025-12-19,255.00,call,22.35,22.73,22.70,20,22.75,25,510,16590,2025-11-24,0.27341,0.87997,0.01013,-0.10239,0.14448,0.15069
541,AAPL251219P00255000,AAPL,2025-12-19,255.00,put,1.38,1.37,1.36,66,1.37,17,1196,12098,2025-11-24,0.29292,-0.13533,0.01028,-0.08788,0.15705,-0.02660
542,AAPL251219C00257500,AAPL,2025-12-19,257.50,call,20.20,20.52,20.50,4,20.55,8,23,0,2025-11-24,0.25390,0.86715,0.01171,-0.10201,0.15507,0.14993
543,AAPL251219P00257500,AAPL,2025-12-19,257.50,put,1.51,1.64,1.63,58,1.65,25,209,0,2025-11-24,0.27341,-0.14952,0.01178,-0.08732,0.16801,-0.02934
544,AAPL251219C00260000,AAPL,2025-12-19,260.00,call,18.70,18.35,18.30,19,18.40,54,646,22891,2025-11-24,0.25390,0.83338,0.01363,-0.11410,0.18039,0.14497
545,AAPL251219P00260000,AAPL,2025-12-19,260.00,put,1.87,1.96,1.96,59,1.97,16,2385,10451,2025-11-24,0.27341,-0.18314,0.01344,-0.09915,0.19154,-0.03601
546,AAPL251219C00262500,AAPL,2025-12-19,262.50,call,16.13,16.27,16.25,9,16.30,44,136,0,2025-11-24,0.25390,0.79491,0.01550,-0.12579,0.20522,0.13906
547,AAPL251219P00262500,AAPL,2025-12-19,262.50,put,2.29,2.38,2.36,63,2.39,33,167,0,2025-11-24,0.25390,-0.20509,0.01550,-0.09796,0.20522,-0.04025
548,AAPL251219C00265000,AAPL,2025-12-19,265.00,call,14.20,14.25,14.20,10,14.30,60,1470,18760,2025-11-24,0.25390,0.75204,0.01726,-0.13654,0.22847,0.13225
549,AAPL251219P00265000,AAPL,2025-12-19,265.00,put,2.85,2.85,2.85,14,2.86,32,4591,14267,2025-11-24,0.25390,-0.24796,0.01726,-0.10845,0.22847,-0.04878
550,AAPL251219C00267500,AAPL,2025-12-19,267.50,call,13.16,12.35,12.35,10,12.35,3,16,0,2025-11-24,0.23438,0.71878,0.01993,-0.13398,0.24359,0.12750
551,AAPL251219P00267500,AAPL,2025-12-19,267.50,put,3.13,3.45,3.40,70,3.50,29,186,0,2025-11-24,0.25390,-0.29473,0.01881,-0.11745,0.24905,-0.05812
