,contractID,symbol,expiration,strike,type,last,mark,bid,bid_size,ask,ask_size,volume,open_interest,date,implied_volatility,delta,gamma,theta,vega,rho
640,AAPL251226C00175000,AAPL,2025-12-26,175.00,call,0.00,101.62,99.75,10,103.50,2,0,0,2025-11-24,0.64413,0.9938,0.00033,-0.03274,0.01430,0.15131
642,AAPL251226C00180000,AAPL,2025-12-26,180.00,call,0.00,96.62,94.75,19,98.50,2,0,0,2025-11-24,0.58560,0.99491,0.00031,-0.02989,0.01200,0.15597
644,AAPL251226C00185000,AAPL,2025-12-26,185.00,call,85.28,91.65,89.80,10,93.50,2,0,2,2025-11-24,0.56608,0.9936,0.00039,-0.03242,0.01472,0.16000
646,AAPL251226C00190000,AAPL,2025-12-26,190.00,call,81.70,86.50,84.85,14,88.15,10,0,22,2025-11-24,0.01976,1.0,0.00000,-0.02013,0.00000,0.16601
648,AAPL251226C00195000,AAPL,2025-12-26,195.00,call,74.52,81.53,79.85,15,83.20,10,0,17,2025-11-24,0.01976,1.0,0.00000,-0.02066,0.00000,0.17038
650,AAPL251226C00200000,AAPL,2025-12-26,200.00,call,70.52,76.22,75.05,3,77.40,10,0,2,2025-11-24,0.01976,1.0,0.00000,-0.02119,0.00000,0.17475
652,AAPL251226C00205000,AAPL,2025-12-26,205.00,call,67.10,71.60,69.95,16,73.25,10,0,3,2025-11-24,0.01976,1.0,0.00000,-0.02172,0.00000,0.17912
654,AAPL251226C00210000,AAPL,2025-12-26,210.00,call,57.52,66.10,65.00,14,67.20,10,0,5,2025-11-24,0.01976,1.0,0.00000,-0.02225,0.00000,0.18348
656,AAPL251226C00215000,AAPL,2025-12-26,215.00,call,58.60,61.72,60.05,16,63.40,10,0,10,2025-11-24,0.35146,0.99347,0.00064,-0.03080,0.01498,0.18622
658,AAPL251226C00220000,AAPL,2025-12-26,220.00,call,57.00,56.70,55.70,1114,57.70,36,1,39,2025-11-24,0.29292,0.99647,0.00044,-0.02716,0.00865,0.19134
660,AAPL251226C00225000,AAPL,2025-12-26,225.00,call,47.57,51.50,50.50,9,52.50,19,0,34,2025-11-24,0.01976,1.0,0.00000,-0.02384,0.00000,0.19659
662,AAPL251226C00230000,AAPL,2025-12-26,230.00,call,47.42,47.42,46.25,9,48.60,19,23,32,2025-11-24,0.39048,0.95171,0.00314,-0.07288,0.08195,0.18869
664,AAPL251226C00235000,AAPL,2025-12-26,235.00,call,43.05,42.17,41.65,34,42.70,50,26,121,2025-11-24,0.33194,0.95701,0.00337,-0.06229,0.07464,0.19450
666,AAPL251226C00240000,AAPL,2025-12-26,240.00,call,38.42,37.85,36.75,7,38.95,23,86,119,2025-11-24,0.35146,0.92292,0.00503,-0.08790,0.11808,0.19014
668,AAPL251226C00245000,AAPL,2025-12-26,245.00,call,33.28,32.20,31.85,9,32.55,19,6,79,2025-11-24,0.25390,0.95192,0.00482,-0.05690,0.08166,0.20206
670,AAPL251226C00250000,AAPL,2025-12-26,250.00,call,28.95,27.88,27.35,23,28.40,43,15,196,2025-11-24,0.27341,0.90339,0.00766,-0.08327,0.13981,0.19414
672,AAPL251226C00255000,AAPL,2025-12-26,255.00,call,23.50,23.32,23.25,3,23.40,25,67,69,2025-11-24,0.25390,0.87111,0.01014,-0.09124,0.17180,0.19041
674,AAPL251226C00260000,AAPL,2025-12-26,260.00,call,19.95,19.10,18.70,7,19.50,25,30,168,2025-11-24,0.25390,0.80877,0.01313,-0.11000,0.22258,0.17892
676,AAPL251226C00265000,AAPL,2025-12-26,265.00,call,15.50,15.05,14.85,21,15.25,34,190,1589,2025-11-24,0.23438,0.74716,0.01669,-0.11599,0.26117,0.16774
678,AAPL251226C00270000,AAPL,2025-12-26,270.00,call,11.35,11.32,11.30,9,11.35,59,328,899,2025-11-24,0.23438,0.65404,0.01926,-0.12832,0.30132,0.14818
680,AAPL251226C00275000,AAPL,2025-12-26,275.00,call,8.18,8.15,8.10,8,8.20,84,926,1367,2025-11-24,0.21487,0.55479,0.02251,-0.12382,0.32285,0.12724
683,AAPL251226P00280000,AAPL,2025-12-26,280.00,put,8.40,8.88,8.85,51,8.90,9,75,54,2025-11-24,0.21487,-0.55782,0.02249,-0.09099,0.32250,-0.14258
685,AAPL251226P00285000,AAPL,2025-12-26,285.00,put,11.35,11.93,11.90,59,11.95,2,40,110,2025-11-24,0.21487,-0.66408,0.02078,-0.07929,0.29796,-0.17106
687,AAPL251226P00290000,AAPL,2025-12-26,290.00,put,15.18,15.72,15.25,35,16.20,10,4,184,2025-11-24,0.21487,-0.7571,0.01782,-0.06197,0.25564,-0.19677
689,AAPL251226P00295000,AAPL,2025-12-26,295.00,put,20.35,20.00,19.40,36,20.60,22,3,30,2025-11-24,0.23438,-0.8105,0.01415,-0.05516,0.22134,-0.21361
691,AAPL251226P00300000,AAPL,2025-12-26,300.00,put,23.40,24.98,24.00,35,25.95,7,3,0,2025-11-24,0.27341,-0.82922,0.01136,-0.06160,0.20735,-0.22253
693,AAPL251226P00305000,AAPL,2025-12-26,305.00,put,0.00,29.10,27.15,15,31.05,15,0,0,2025-11-24,0.25390,-0.89436,0.00881,-0.02987,0.14922,-0.24183
695,AAPL251226P00310000,AAPL,2025-12-26,310.00,put,0.00,33.95,32.15,19,35.75,10,0,0,2025-11-24,0.27341,-0.91247,0.00712,-0.02515,0.12995,-0.25045
697,AAPL251226P00315000,AAPL,2025-12-26,315.00,put,0.00,39.10,37.15,15,41.05,15,0,0,2025-11-24,0.31243,-0.91131,0.00629,-0.03319,0.13123,-0.25466
699,AAPL251226P00320000,AAPL,2025-12-26,320.00,put,0.00,44.10,42.15,14,46.05,14,0,0,2025-11-24,0.35146,-0.9098,0.00567,-0.04160,0.13289,-0.25878
701,AAPL251226P00325000,AAPL,2025-12-26,325.00,put,0.00,49.02,47.15,15,50.90,10,0,0,2025-11-24,0.37097,-0.91993,0.00491,-0.03826,0.12154,-0.26552
703,AAPL251226P00330000,AAPL,2025-12-26,330.00,put,0.00,53.95,52.15,14,55.75,10,0,0,2025-11-24,0.39048,-0.92797,0.00430,-0.03546,0.11213,-0.27176
705,AAPL251226P00335000,AAPL,2025-12-26,335.00,put,0.00,59.02,57.15,15,60.90,10,0,0,2025-11-24,0.42950,-0.9244,0.00406,-0.04469,0.11635,-0.27541
707,AAPL251226P00340000,AAPL,2025-12-26,340.00,put,0.00,64.10,62.15,9,66.05,9,0,0,2025-11-24,0.44901,-0.93039,0.00364,-0.04254,0.10922,-0.28117
709,AAPL251226P00345000,AAPL,2025-12-26,345.00,put,0.00,69.10,67.15,10,71.05,10,0,0,2025-11-24,0.48804,-0.92653,0.00349,-0.05229,0.11384,-0.28475
711,AAPL251226P00350000,AAPL,2025-12-26,350.00,put,0.00,74.10,72.15,9,76.05,9,0,0,2025-11-24,0.50755,-0.93119,0.00320,-0.05066,0.10825,-0.29020
713,AAPL251226P00355000,AAPL,2025-12-26,355.00,put,0.00,79.10,77.15,10,81.05,10,0,0,2025-11-24,0.52706,-0.93511,0.00294,-0.04937,0.10345,-0.29549
715,AAPL251226P00360000,AAPL,2025-12-26,360.00,put,0.00,84.10,82.15,9,86.05,9,0,0,2025-11-24,0.56608,-0.93094,0.00287,-0.05977,0.10856,-0.29900
717,AAPL251226P00365000,AAPL,2025-12-26,365.00,put,0.00,89.10,87.15,10,91.05,10,0,0,2025-11-24,0.58560,-0.93413,0.00268,-0.05889,0.10466,-0.30411
719,AAPL251226P00370000,AAPL,2025-12-26,370.00,put,0.00,94.10,92.15,9,96.05,9,0,0,2025-11-24,0.60511,-0.93686,0.00251,-0.05827,0.10127,-0.30912
721,AAPL251226P00375000,AAPL,2025-12-26,375.00,put,0.00,99.10,97.15,10,101.05,10,0,0,2025-11-24,0.62462,-0.9392,0.00236,-0.05790,0.09834,-0.31404
723,AAPL251226P00380000,AAPL,2025-12-26,380.00,put,0.00,104.10,102.15,9,106.05,9,0,0,2025-11-24,0.64413,-0.9412,0.00223,-0.05774,0.09579,-0.31888
725,AAPL251226P00385000,AAPL,2025-12-26,385.00,put,0.00,109.10,107.15,10,111.05,10,0,0,2025-11-24,0.68315,-0.93686,0.00222,-0.06902,0.10127,-0.32236
727,AAPL251226P00390000,AAPL,2025-12-26,390.00,put,0.00,114.10,112.15,9,116.05,9,0,0,2025-11-24,0.70267,-0.93856,0.00211,-0.06918,0.09914,-0.32713
729,AAPL251226P00395000,AAPL,2025-12-26,395.00,put,0.00,119.10,117.15,10,121.05,10,0,0,2025-11-24,0.72218,-0.94003,0.00202,-0.06954,0.09729,-0.33185
731,AAPL251226P00400000,AAPL,2025-12-26,400.00,put,0.00,124.10,122.15,9,126.05,9,0,0,2025-11-24,0.74169,-0.94129,0.00193,-0.07008,0.09568,-0.33653
732,AAPL260102C00110000,AAPL,2026-01-02,110.00,call,0.00,166.53,164.55,1,168.50,2,0,0,2025-11-24,1.15144,0.99589,0.00012,-0.02768,0.01096,0.11568
734,AAPL260102C00120000,AAPL,2026-01-02,120.00,call,0.00,156.55,154.60,1,158.50,2,0,0,2025-11-24,1.03437,0.9959,0.00013,-0.02705,0.01092,0.12634
736,AAPL260102C00125000,AAPL,2026-01-02,125.00,call,0.00,151.53,149.55,1,153.50,2,0,0,2025-11-24,0.95632,0.99656,0.00012,-0.02457,0.00934,0.13189
738,AAPL260102C00130000,AAPL,2026-01-02,130.00,call,0.00,146.57,144.65,1,148.50,2,0,0,2025-11-24,0.91729,0.99625,0.00014,-0.02551,0.01009,0.13711
740,AAPL260102C00135000,AAPL,2026-01-02,135.00,call,0.00,141.57,139.65,1,143.50,2,0,0,2025-11-24,0.85876,0.99655,0.00013,-0.02448,0.00936,0.14254
742,AAPL260102C00140000,AAPL,2026-01-02,140.00,call,0.00,136.55,134.60,1,138.50,2,0,0,2025-11-24,0.78071,0.99746,0.00011,-0.02184,0.00709,0.14816
744,AAPL260102C00145000,AAPL,2026-01-02,145.00,call,126.05,131.60,129.70,1,133.50,2,0,6,2025-11-24,0.76120,0.9968,0.00014,-0.02378,0.00874,0.15327
746,AAPL260102C00150000,AAPL,2026-01-02,150.00,call,122.36,126.60,124.70,1,128.50,2,0,5,2025-11-24,0.70267,0.99734,0.00013,-0.02248,0.00742,0.15877
748,AAPL260102C00155000,AAPL,2026-01-02,155.00,call,0.00,121.65,119.80,1,123.50,2,0,0,2025-11-24,0.70267,0.9959,0.00019,-0.02612,0.01093,0.16363
750,AAPL260102C00160000,AAPL,2026-01-02,160.00,call,0.00,116.58,114.65,1,118.50,2,0,0,2025-11-24,0.01976,1.0,0.00000,-0.01694,0.00000,0.17025
752,AAPL260102C00165000,AAPL,2026-01-02,165.00,call,0.00,111.80,109.80,1,113.80,1,0,0,2025-11-24,0.70267,0.99114,0.00038,-0.03666,0.02162,0.17274
754,AAPL260102C00170000,AAPL,2026-01-02,170.00,call,101.27,106.88,104.85,1,108.90,1,0,6,2025-11-24,0.68315,0.98925,0.00046,-0.04008,0.02561,0.17746
756,AAPL260102C00175000,AAPL,2026-01-02,175.00,call,0.00,101.85,99.80,1,103.90,1,0,0,2025-11-24,0.62462,0.99068,0.00045,-0.03634,0.02261,0.18326
758,AAPL260102C00180000,AAPL,2026-01-02,180.00,call,0.00,96.95,94.90,1,99.00,3,0,0,2025-11-24,0.62462,0.9866,0.00061,-0.04345,0.03099,0.18728
760,AAPL260102C00185000,AAPL,2026-01-02,185.00,call,0.00,91.90,89.80,1,94.00,2,0,0,2025-11-24,0.56608,0.98856,0.00059,-0.03885,0.02703,0.19325
762,AAPL260102C00190000,AAPL,2026-01-02,190.00,call,78.43,86.72,84.95,1,88.50,10,0,1,2025-11-24,0.39048,0.99873,0.00012,-0.02196,0.00377,0.20179
764,AAPL260102C00195000,AAPL,2026-01-02,195.00,call,72.49,81.78,79.95,5,83.60,10,0,4,2025-11-24,0.42950,0.99495,0.00038,-0.02774,0.01317,0.20594
766,AAPL260102C00200000,AAPL,2026-01-02,200.00,call,0.00,76.85,75.05,5,78.65,10,0,0,2025-11-24,0.42950,0.99162,0.00059,-0.03226,0.02060,0.21022
768,AAPL260102C00205000,AAPL,2026-01-02,205.00,call,70.33,71.88,70.05,5,73.70,10,1,1,2025-11-24,0.39048,0.99232,0.00060,-0.03101,0.01906,0.21577
770,AAPL260102C00210000,AAPL,2026-01-02,210.00,call,64.44,66.95,65.15,5,68.75,10,19,2,2025-11-24,0.39048,0.9873,0.00093,-0.03666,0.02959,0.21954
772,AAPL260102C00215000,AAPL,2026-01-02,215.00,call,59.56,62.03,60.20,5,63.85,8,2,1,2025-11-24,0.37097,0.98431,0.00118,-0.03917,0.03551,0.22394
774,AAPL260102C00220000,AAPL,2026-01-02,220.00,call,52.74,57.35,55.75,9,58.95,19,0,4,2025-11-24,0.40999,0.9631,0.00218,-0.06040,0.07277,0.22261
776,AAPL260102C00225000,AAPL,2026-01-02,225.00,call,45.70,52.52,51.00,9,54.05,19,0,4,2025-11-24,0.39048,0.95493,0.00269,-0.06528,0.08560,0.22540
778,AAPL260102C00230000,AAPL,2026-01-02,230.00,call,42.65,47.60,46.00,14,49.20,19,0,150,2025-11-24,0.37097,0.94475,0.00334,-0.07053,0.10069,0.22757
780,AAPL260102C00235000,AAPL,2026-01-02,235.00,call,41.40,42.80,41.20,26,44.40,36,12,29,2025-11-24,0.35146,0.932,0.00414,-0.07614,0.11843,0.22895
782,AAPL260102C00240000,AAPL,2026-01-02,240.00,call,37.09,38.08,36.50,26,39.65,36,21,21,2025-11-24,0.33194,0.91588,0.00516,-0.08208,0.13926,0.22929
784,AAPL260102C00245000,AAPL,2026-01-02,245.00,call,32.50,33.65,32.35,9,34.95,19,1,105,2025-11-24,0.33194,0.88255,0.00658,-0.09792,0.17770,0.22414
786,AAPL260102C00250000,AAPL,2026-01-02,250.00,call,28.75,28.55,27.95,9,29.15,19,220,50,2025-11-24,0.27341,0.88394,0.00792,-0.08467,0.17621,0.23025
788,AAPL260102C00255000,AAPL,2026-01-02,255.00,call,24.35,23.98,23.50,28,24.45,19,2,43,2025-11-24,0.25390,0.85118,0.01013,-0.09053,0.20919,0.22551
790,AAPL260102C00260000,AAPL,2026-01-02,260.00,call,19.80,20.10,19.75,7,20.45,45,224,173,2025-11-24,0.27341,0.77519,0.01216,-0.11535,0.27037,0.20681
792,AAPL260102C00265000,AAPL,2026-01-02,265.00,call,15.40,15.88,15.35,14,16.40,16,25,175,2025-11-24,0.23438,0.7322,0.01558,-0.10906,0.29699,0.19919
794,AAPL260102C00270000,AAPL,2026-01-02,270.00,call,12.52,12.27,12.10,8,12.45,54,105,405,2025-11-24,0.23438,0.64636,0.01759,-0.11841,0.33532,0.17740
796,AAPL260102C00275000,AAPL,2026-01-02,275.00,call,9.14,9.10,8.90,12,9.30,56,289,334,2025-11-24,0.21487,0.55634,0.02038,-0.11352,0.35622,0.15464
799,AAPL260102P00280000,AAPL,2026-01-02,280.00,put,9.40,9.53,9.30,27,9.75,29,12,33,2025-11-24,0.21487,-0.54572,0.02045,-0.08147,0.35745,-0.17084
801,AAPL260102P00285000,AAPL,2026-01-02,285.00,put,11.90,12.48,12.30,85,12.65,9,7,19,2025-11-24,0.21487,-0.64313,0.01925,-0.07249,0.33640,-0.20287
803,AAPL260102P00290000,AAPL,2026-01-02,290.00,put,0.00,16.08,15.55,10,16.60,22,0,209,2025-11-24,0.21487,-0.73054,0.01704,-0.05895,0.29792,-0.23243
805,AAPL260102P00295000,AAPL,2026-01-02,295.00,put,0.00,20.20,19.60,10,20.80,21,0,0,2025-11-24,0.23438,-0.7824,0.01392,-0.05463,0.26538,-0.25246
807,AAPL260102P00300000,AAPL,2026-01-02,300.00,put,0.00,24.68,24.05,9,25.30,19,0,0,2025-11-24,0.23438,-0.84127,0.01145,-0.03832,0.21831,-0.27424
809,AAPL260102P00305000,AAPL,2026-01-02,305.00,put,0.00,29.10,27.10,5,31.10,5,0,0,2025-11-24,0.23438,-0.8879,0.00902,-0.02254,0.17191,-0.29268
811,AAPL260102P00310000,AAPL,2026-01-02,310.00,put,0.00,33.85,32.05,1,35.65,10,0,0,2025-11-24,0.25390,-0.90521,0.00737,-0.01940,0.15219,-0.30297
813,AAPL260102P00315000,AAPL,2026-01-02,315.00,put,0.00,38.85,37.05,1,40.65,10,0,0,2025-11-24,0.29292,-0.90187,0.00655,-0.02804,0.15612,-0.30751
815,AAPL260102P00320000,AAPL,2026-01-02,320.00,put,0.00,43.85,42.05,1,45.65,10,0,0,2025-11-24,0.31243,-0.91302,0.00562,-0.02576,0.14279,-0.31602
817,AAPL260102P00325000,AAPL,2026-01-02,325.00,put,0.00,48.85,47.05,1,50.65,10,0,0,2025-11-24,0.33194,-0.92166,0.00489,-0.02395,0.13197,-0.32381
819,AAPL260102P00330000,AAPL,2026-01-02,330.00,put,0.00,53.85,52.05,1,55.65,10,0,0,2025-11-24,0.37097,-0.91639,0.00459,-0.03332,0.13862,-0.32780
821,AAPL260102P00335000,AAPL,2026-01-02,335.00,put,0.00,59.00,57.05,1,60.95,10,0,0,2025-11-24,0.40999,-0.91146,0.00434,-0.04304,0.14470,-0.33189
823,AAPL260102P00340000,AAPL,2026-01-02,340.00,put,0.00,64.07,62.05,1,66.10,1,0,0,2025-11-24,0.42950,-0.91739,0.00393,-0.04192,0.13737,-0.33891
825,AAPL260102P00345000,AAPL,2026-01-02,345.00,put,0.00,69.07,67.05,1,71.10,1,0,0,2025-11-24,0.44901,-0.92229,0.00359,-0.04112,0.13116,-0.34563
827,AAPL260102P00350000,AAPL,2026-01-02,350.00,put,0.00,74.07,72.05,1,76.10,1,0,0,2025-11-24,0.48804,-0.91698,0.00347,-0.05149,0.13789,-0.34962
829,AAPL260102P00355000,AAPL,2026-01-02,355.00,put,0.00,79.07,77.05,1,81.10,1,0,0,2025-11-24,0.50755,-0.92088,0.00322,-0.05110,0.13297,-0.35606
831,AAPL260102P00360000,AAPL,2026-01-02,360.00,put,0.00,84.07,82.05,1,86.10,1,0,0,2025-11-24,0.52706,-0.92417,0.00300,-0.05095,0.12874,-0.36233
833,AAPL260102P00365000,AAPL,2026-01-02,365.00,put,0.00,89.07,87.05,1,91.10,1,0,0,2025-11-24,0.54657,-0.92695,0.00281,-0.05102,0.12512,-0.36845
835,AAPL260102P00370000,AAPL,2026-01-02,370.00,put,0.00,94.07,92.05,1,96.10,1,0,0,2025-11-24,0.56608,-0.9293,0.00265,-0.05130,0.12202,-0.37446
837,AAPL260102P00375000,AAPL,2026-01-02,375.00,put,0.00,99.07,97.05,1,101.10,1,0,0,2025-11-24,0.58560,-0.93129,0.00251,-0.05178,0.11937,-0.38036
839,AAPL260102P00380000,AAPL,2026-01-02,380.00,put,0.00,104.07,102.05,1,106.10,1,0,0,2025-11-24,0.60511,-0.93297,0.00238,-0.05244,0.11712,-0.38618
841,AAPL260102P00385000,AAPL,2026-01-02,385.00,put,0.00,109.07,107.05,1,111.10,1,0,0,2025-11-24,0.62462,-0.93438,0.00227,-0.05327,0.11521,-0.39192
843,AAPL260102P00390000,AAPL,2026-01-02,390.00,put,0.00,114.07,112.05,1,116.10,1,0,0,2025-11-24,0.64413,-0.93556,0.00217,-0.05425,0.11360,-0.39760
845,AAPL260102P00395000,AAPL,2026-01-02,395.00,put,0.00,119.07,117.05,1,121.10,1,0,0,2025-11-24,0.66364,-0.93653,0.00208,-0.05540,0.11226,-0.40322
847,AAPL260102P00400000,AAPL,2026-01-02,400.00,put,0.00,124.07,122.05,1,126.10,1,0,0,2025-11-24,0.68315,-0.93733,0.00200,-0.05668,0.11116,-0.40880
848,AAPL260116C00005000,AAPL,2026-01-16,5.00,call,266.45,270.77,269.10,8,272.45,32,0,30,2025-11-24,0.01976,1.0,0.00000,-0.00053,0.00000,0.00722
850,AAPL260116C00010000,AAPL,2026-01-16,10.00,call,264.65,266.07,264.15,15,268.00,2,0,1,2025-11-24,3.39528,0.99935,0.00001,-0.00867,0.00239,0.01404
852,AAPL260116C00015000,AAPL,2026-01-16,15.00,call,252.05,261.10,259.20,15,263.00,2,0,0,2025-11-24,2.96603,0.99917,0.00001,-0.00986,0.00297,0.02118
854,AAPL260116C00020000,AAPL,2026-01-16,20.00,call,247.35,256.10,254.20,6,258.00,2,0,26,2025-11-24,2.55628,0.99928,0.00001,-0.00839,0.00261,0.02849
856,AAPL260116C00025000,AAPL,2026-01-16,25.00,call,250.05,251.12,249.25,15,253.00,2,0,13,2025-11-24,2.30263,0.99927,0.00001,-0.00839,0.00266,0.03571
858,AAPL260116C00030000,AAPL,2026-01-16,30.00,call,239.99,246.15,244.30,15,248.00,2,0,133,2025-11-24,2.12702,0.99918,0.00001,-0.00904,0.00294,0.04290
860,AAPL260116C00035000,AAPL,2026-01-16,35.00,call,221.72,241.15,239.30,15,243.00,2,0,43,2025-11-24,1.85386,0.99949,0.00001,-0.00702,0.00191,0.05028
862,AAPL260116C00040000,AAPL,2026-01-16,40.00,call,223.28,236.18,234.35,15,238.00,2,0,27,2025-11-24,1.75630,0.99938,0.00001,-0.00799,0.00229,0.05745
864,AAPL260116C00045000,AAPL,2026-01-16,45.00,call,197.13,231.20,229.40,15,233.00,2,0,90,2025-11-24,1.60021,0.9995,0.00001,-0.00758,0.00188,0.06473
866,AAPL260116C00050000,AAPL,2026-01-16,50.00,call,223.00,226.38,224.40,15,228.35,13,0,1340,2025-11-24,1.83435,0.99745,0.00004,-0.01955,0.00829,0.07091
868,AAPL260116C00055000,AAPL,2026-01-16,55.00,call,213.39,221.40,219.45,15,223.35,1,0,292,2025-11-24,1.71728,0.99745,0.00004,-0.01919,0.00831,0.07815
870,AAPL260116C00060000,AAPL,2026-01-16,60.00,call,171.17,216.45,214.50,15,218.40,13,0,379,2025-11-24,1.65874,0.99692,0.00005,-0.02166,0.00986,0.08511
872,AAPL260116C00065000,AAPL,2026-01-16,65.00,call,196.60,211.47,209.50,15,213.45,15,0,82,2025-11-24,1.56118,0.9969,0.00006,-0.02135,0.00991,0.09234
874,AAPL260116C00070000,AAPL,2026-01-16,70.00,call,180.48,206.53,204.55,15,208.50,13,0,172,2025-11-24,1.52216,0.99614,0.00007,-0.02457,0.01205,0.09920
876,AAPL260116C00075000,AAPL,2026-01-16,75.00,call,182.23,201.55,199.60,15,203.50,15,0,268,2025-11-24,1.42460,0.99633,0.00007,-0.02328,0.01152,0.10653
878,AAPL260116C00080000,AAPL,2026-01-16,80.00,call,192.28,196.55,194.60,15,198.50,2,0,499,2025-11-24,1.34655,0.99632,0.00008,-0.02300,0.01155,0.11377
880,AAPL260116C00085000,AAPL,2026-01-16,85.00,call,184.00,191.57,189.65,15,193.50,2,0,230,2025-11-24,1.26851,0.99642,0.00008,-0.02236,0.01128,0.12105
882,AAPL260116C00090000,AAPL,2026-01-16,90.00,call,182.30,186.60,184.70,15,188.50,2,0,214,2025-11-24,1.20997,0.99624,0.00009,-0.02285,0.01180,0.12820
884,AAPL260116C00095000,AAPL,2026-01-16,95.00,call,181.50,181.60,179.70,16,183.50,2,0,105,2025-11-24,1.13192,0.99654,0.00009,-0.02160,0.01094,0.13558
886,AAPL260116C00100000,AAPL,2026-01-16,100.00,call,170.00,176.60,175.70,22,177.50,22,0,1950,2025-11-24,1.05388,0.99695,0.00008,-0.02018,0.00977,0.14300
888,AAPL260116C00105000,AAPL,2026-01-16,105.00,call,156.55,171.65,169.80,15,173.50,2,0,200,2025-11-24,1.03437,0.99612,0.00011,-0.02279,0.01211,0.14984
890,AAPL260116C00110000,AAPL,2026-01-16,110.00,call,164.00,166.68,164.85,15,168.50,2,0,353,2025-11-24,0.97583,0.99625,0.00011,-0.02231,0.01174,0.15714
892,AAPL260116C00115000,AAPL,2026-01-16,115.00,call,153.23,161.62,160.05,4,163.20,4,0,290,2025-11-24,0.83925,0.99822,0.00006,-0.01685,0.00601,0.16526
894,AAPL260116C00120000,AAPL,2026-01-16,120.00,call,155.00,156.68,155.10,5,158.25,3,0,798,2025-11-24,0.83925,0.99729,0.00009,-0.01954,0.00877,0.17207
896,AAPL260116C00125000,AAPL,2026-01-16,125.00,call,151.50,151.70,151.15,20,152.25,30,202,721,2025-11-24,0.80022,0.99718,0.00010,-0.02000,0.00911,0.17924
898,AAPL260116C00130000,AAPL,2026-01-16,130.00,call,138.79,147.18,145.45,1,148.90,20,0,616,2025-11-24,0.97583,0.98696,0.00033,-0.04580,0.03529,0.18171
900,AAPL260116C00135000,AAPL,2026-01-16,135.00,call,142.22,141.77,140.20,5,143.35,5,1,297,2025-11-24,0.74169,0.99643,0.00014,-0.02202,0.01124,0.19336
902,AAPL260116C00140000,AAPL,2026-01-16,140.00,call,130.50,136.68,135.10,20,138.25,1,0,955,2025-11-24,0.01976,1.0,0.00000,-0.01480,0.00000,0.20215
904,AAPL260116C00145000,AAPL,2026-01-16,145.00,call,124.64,131.45,130.55,5,132.35,1,0,362,2025-11-24,0.01976,1.0,0.00000,-0.01533,0.00000,0.20937
906,AAPL260116C00150000,AAPL,2026-01-16,150.00,call,126.75,126.97,126.60,20,127.35,11,93,57067,2025-11-24,0.70267,0.99247,0.00028,-0.03009,0.02184,0.21328
908,AAPL260116C00155000,AAPL,2026-01-16,155.00,call,122.22,122.25,121.45,21,123.05,92,7,2246,2025-11-24,0.76120,0.98432,0.00049,-0.04557,0.04135,0.21681
910,AAPL260116C00160000,AAPL,2026-01-16,160.00,call,116.90,117.03,116.60,20,117.45,4,79,10403,2025-11-24,0.64413,0.991,0.00036,-0.03215,0.02554,0.22710
912,AAPL260116C00165000,AAPL,2026-01-16,165.00,call,103.62,112.05,111.65,1,112.45,4,0,6196,2025-11-24,0.60511,0.9911,0.00038,-0.03161,0.02532,0.23438
914,AAPL260116C00170000,AAPL,2026-01-16,170.00,call,108.00,107.12,106.80,15,107.45,7,5,5116,2025-11-24,0.58560,0.98948,0.00045,-0.03382,0.02929,0.24090
916,AAPL260116C00175000,AAPL,2026-01-16,175.00,call,101.62,102.20,101.85,1,102.55,15,3,16742,2025-11-24,0.56608,0.98761,0.00054,-0.03614,0.03377,0.24732
918,AAPL260116C00180000,AAPL,2026-01-16,180.00,call,97.50,97.17,96.80,20,97.55,45,19,43967,2025-11-24,0.52706,0.98794,0.00057,-0.03504,0.03298,0.25471
920,AAPL260116C00185000,AAPL,2026-01-16,185.00,call,92.00,92.25,91.85,19,92.65,25,89,6777,2025-11-24,0.50755,0.98584,0.00068,-0.03726,0.03790,0.26103
922,AAPL260116C00190000,AAPL,2026-01-16,190.00,call,86.50,87.33,86.95,15,87.70,15,12,5464,2025-11-24,0.48804,0.98339,0.00081,-0.03957,0.04345,0.26721
924,AAPL260116C00195000,AAPL,2026-01-16,195.00,call,77.95,82.42,82.05,22,82.80,11,0,8024,2025-11-24,0.46853,0.98054,0.00096,-0.04199,0.04974,0.27322
926,AAPL260116C00200000,AAPL,2026-01-16,200.00,call,78.50,77.45,77.10,98,77.80,26,47,21828,2025-11-24,0.44901,0.97721,0.00115,-0.04451,0.05686,0.27903
928,AAPL260116C00205000,AAPL,2026-01-16,205.00,call,73.00,72.40,72.10,14,72.70,36,2,6516,2025-11-24,0.40999,0.97809,0.00121,-0.04226,0.05499,0.28668
930,AAPL260116C00210000,AAPL,2026-01-16,210.00,call,68.34,67.55,67.35,17,67.75,35,20,14658,2025-11-24,0.39048,0.97423,0.00146,-0.04461,0.06302,0.29228
932,AAPL260116C00215000,AAPL,2026-01-16,215.00,call,63.30,62.73,62.45,17,63.00,65,12,12401,2025-11-24,0.39048,0.96318,0.00196,-0.05277,0.08468,0.29476
934,AAPL260116C00220000,AAPL,2026-01-16,220.00,call,58.50,57.67,57.65,22,57.70,18,226,13984,2025-11-24,0.35146,0.96408,0.00214,-0.04966,0.08299,0.30246
